config,run_id,model_family,source,run_type,gpu,status,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,configured_max_epochs,final_epoch,validations_per_epoch,final_validation_index,final_validation_phase,checkpoint_label,early_stopping_disabled,swanlab_url,swanlab_run_dir,launch_id,elapsed_sec,wall_clock,oom,observed_peak_memory_used_mib,peak_memory_total_mib,gpu_name,gpu_compute_capability,fallback_from_profiles,source_analysis_dir,seed,data_seed,num_codebook_vectors,rank,dynamic_capacity,relative_to_gdn,trainable_params,zoology_state_size_metric_seq1024,dtype_policy,outer_model_dtype,hidden_states_dtype,kernel_input_dtype,dtype_comparison_scope,validation_index,validation_phase,approx_epoch,raw_epoch_index,slice_group,slice,metric,value
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,2,epoch_end,1.0,0,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.74375
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,3,mid_epoch,1.5,1,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.95046875
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,4,epoch_end,2.0,1,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.979203125
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,5,mid_epoch,2.5,2,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.9851875
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,6,epoch_end,3.0,2,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.986921875
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,7,mid_epoch,3.5,3,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.989796875
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,8,epoch_end,4.0,3,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.9908125
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,1,mid_epoch,0.5,0,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.000765625
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,2,epoch_end,1.0,0,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.3916171875
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,3,mid_epoch,1.5,1,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.8399140625
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,4,epoch_end,2.0,1,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.937078125
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,5,mid_epoch,2.5,2,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.957546875
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,6,epoch_end,3.0,2,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.964171875
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,7,mid_epoch,3.5,3,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.9721015625
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,8,epoch_end,4.0,3,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.9743125
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,1,mid_epoch,0.5,0,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.00109375
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,2,epoch_end,1.0,0,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.694546875
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,3,mid_epoch,1.5,1,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.937171875
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,4,epoch_end,2.0,1,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.970125
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,5,mid_epoch,2.5,2,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.978484375
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,6,epoch_end,3.0,2,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.979125
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,7,mid_epoch,3.5,3,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.98328125
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,8,epoch_end,4.0,3,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.984765625
cb256-r6-s125-d123,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/g2de9x3c3zclymwbkxt7v,/home/lyj/mnt/project/zoology/swanlog/run-20260519_055418-g2de9x3c3zclymwbkxt7v,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14,9052.62300953269,02:30:53,False,10359,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,125,123,256,6,196608,12x,1183686,986624,default_float32_on_2080ti,float32,float32,float32,float32_only,1,mid_epoch,0.5,0,mqar_case,64x16,valid/mqar_case/accuracy-64x16,0.0045625
